seed_index,seed,world,detector_variant,detector,event_decoder,null_model,status,failure_modes,event_count,transition_count,motif_count,canonical_motif_supports,canonical_motif_recovery,canonical_length3_supports,canonical_length3_support_min,canonical_length3_support_mass,canonical_length3_support_fraction,representation_gain,canonical_length3_ranks,canonical_event_support_fraction,canonical_transition_support_fraction,canonical_event_support_mass,canonical_transition_support_mass,motif_over_event_gain,motif_over_transition_gain,canonical_length3_rank_worst,length3_motif_support_mass,length3_motif_count,top5_length3_patterns,active_signal_cell_coverage_ratio,active_signal_cell_overcapture_ratio,event_history_accuracy,event_context_accuracy,collapsed_static_accuracy,predictive_accuracy_delta,compressibility_index,recurring_three_event_window_fraction,repeated_episode_instance_fraction
1,108,overlap,union_temporal_consensus_pair,union_state_window,temporal_consensus_pair,episode_boundaries_permuted,failed,coverage_degradation;motif_loss;history_prediction_failure,790,590,146,2;5;2,0.033333,2;5;2,2,9,0.05084745762711865,0.017514,33;11;46,0.7987341772151899,0.15084745762711865,631,89,-0.747887,-0.1,46,177,50,"{E,F} -> {E,F} -> {E,F} | {A,B} -> {A,B} -> {E,F} | {E,F} -> {A,B} -> {E,F} | {B,E} -> {A,B} -> {E,F} | {B,G} -> {E,F} -> {A,B}",0.798285,0.0,0.2375,0.191083,0.19883,0.03867,0.313037,0.453846,0.155
1,108,overlap,union_temporal_consensus_pair,union_state_window,temporal_consensus_pair,global_label_permuted,failed,coverage_degradation;motif_loss;history_prediction_failure,790,590,117,0;0;0,0.0,0;0;0,0,0,0.0,0.0,0;0;0,0.2936708860759494,0.003389830508474576,232,2,-0.293671,-0.00339,0,224,35,"{B,C} -> {F,G} -> {A,C} | {B,C} -> {C,D} -> {A,C} | {B,C} -> {F,H} -> {A,C} | {C,D} -> {A,C} -> {A,C} | {B,C} -> {B,C} -> {F,H}",0.798285,0.0,0.604396,0.716981,0.011834,0.592561,0.381192,0.574359,0.53
2,209,branch,sliding_low_temporal_consensus_pair,sliding_window,temporal_consensus_pair,observed,degraded,overcapture_degradation;motif_degradation,429,289,35,53;54,0.883333,53;54,53,107,0.963963963963964,0.080631,2;1,0.8531468531468531,0.7854671280276817,366,227,0.110817,0.178497,2,111,4,"{A,B} -> {B,E} -> {E,F} | {A,B} -> {B,C} -> {C,D} | {A,B} -> {B,D} -> {B,E} | {B,D} -> {B,E} -> {E,F}",1.198471,0.198471,0.975,0.975904,0.0,0.975,0.489828,0.744966,0.778571
2,209,branch,sliding_low_temporal_consensus_pair,sliding_window,temporal_consensus_pair,within_episode_permuted,failed,overcapture_degradation;motif_loss;history_prediction_degradation,429,289,49,8;11,0.133333,8;11,8,19,0.17272727272727273,0.039394,9;4,0.8531468531468531,0.30103806228373703,366,87,-0.68042,-0.128311,9,110,12,"{B,C} -> {C,D} -> {A,B} | {C,D} -> {A,B} -> {B,C} | {A,B} -> {E,F} -> {B,E} | {A,B} -> {B,E} -> {E,F} | {A,B} -> {C,D} -> {B,C}",1.198471,0.198471,0.853659,0.463415,0.228916,0.624743,0.428455,0.738255,0.764286
2,209,branch,sliding_low_temporal_consensus_pair,sliding_window,temporal_consensus_pair,episode_boundaries_permuted,failed,overcapture_degradation;motif_loss;history_prediction_failure;no_event_advantage_over_static,429,289,75,0;2,0.0,0;2,0,2,0.05128205128205128,0.051282,0;16,0.8531468531468531,0.11418685121107267,366,33,-0.801865,-0.062905,16,39,17,"{B,C} -> {A,B} -> {E,F} | {B,C} -> {A,B} -> {A,B} | {A,B} -> {B,C} -> {A,B} | {A,B} -> {A,B} -> {C,D} | {E,F} -> {A,B} -> {A,B}",1.198471,0.198471,0.04,0.236842,0.1625,-0.1225,0.23862,0.261745,0.192857
2,209,branch,sliding_low_temporal_consensus_pair,sliding_window,temporal_consensus_pair,global_label_permuted,failed,overcapture_degradation;motif_loss,429,289,35,0;0,0.0,0;0,0,0,0.0,0.0,0;0,0.1794871794871795,0.0,77,0,-0.179487,0.0,0,111,4,"{F,G} -> {C,F} -> {D,H} | {F,G} -> {B,C} -> {A,D} | {F,G} -> {B,E} -> {C,F} | {B,E} -> {C,F} -> {D,H}",1.198471,0.198471,0.975,0.975904,0.0,0.975,0.489828,0.744966,0.778571
2,209,branch,sliding_window_low_threshold,sliding_window,none,observed,degraded,overcapture_degradation;motif_degradation;history_prediction_degradation,464,324,61,45;45,0.75,45;45,45,90,0.8181818181818182,0.068182,2;1,0.7823275862068966,0.6481481481481481,363,210,0.035854,0.170034,2,110,11,"{A,B} -> {B,E} -> {E,F} | {A,B} -> {B,C} -> {C,D} | {B,C,F} -> {B,C} -> {C,D} | {A,B,C} -> {B,C} -> {C,D} | {A,B} -> {B,C,E} -> {B,E}",1.282255,0.282255,0.8,0.858696,0.0,0.8,0.42119,0.597826,0.657143
2,209,branch,sliding_window_low_threshold,sliding_window,none,within_episode_permuted,failed,overcapture_degradation;motif_loss;history_prediction_degradation,464,324,67,10;5,0.083333,10;5,5,15,0.15306122448979592,0.069728,4;11,0.7823275862068966,0.24074074074074073,363,78,-0.629266,-0.08768,11,98,13,"{E,F} -> {A,B} -> {B,E} | {C,D} -> {A,B} -> {B,C} | {B,E} -> {A,B} -> {E,F} | {A,B} -> {B,C} -> {C,D} | {C,D} -> {B,C} -> {A,B}",1.28799,0.28799,0.795455,0.461538,0.0,0.795455,0.356654,0.532609,0.585714
2,209,branch,sliding_window_low_threshold,sliding_window,none,episode_boundaries_permuted,failed,overcapture_degradation;motif_loss;history_prediction_failure,464,324,88,0;0,0.0,0;0,0,0,0.0,0.0,0;0,0.7823275862068966,0.11419753086419752,363,37,-0.782328,-0.114198,0,52,21,"{A,B} -> {C,D} -> {E,F} | {B,E} -> {E,F} -> {B,E} | {C,D} -> {B,C} -> {A,B} | {A,B} -> {A,B} -> {B,C} | {A,B} -> {A,B} -> {B,E}",1.282255,0.282255,0.074074,0.152941,0.0,0.074074,0.247715,0.282609,0.128571
2,209,branch,sliding_window_low_threshold,sliding_window,none,global_label_permuted,failed,overcapture;motif_loss;history_prediction_degradation,464,324,61,0;0,0.0,0;0,0,0,0.0,0.0,0;0,0.03017241379310345,0.0,14,0,-0.030172,0.0,0,110,11,"{G,H} -> {D,H} -> {A,B,C} | {G,H} -> {A,B,G} -> {A,D,G} | {A,D} -> {A,B,G} -> {A,D,G} | {A,B,H} -> {A,B,G} -> {A,D,G} | {G,H} -> {E,G} -> {D,H}",1.572157,0.572157,0.8,0.858696,0.0,0.8,0.42119,0.597826,0.657143
2,209,branch,union_temporal_consensus_pair,union_state_window,temporal_consensus_pair,observed,failed,coverage_degradation;motif_loss;history_prediction_failure,558,418,103,38;41,0.633333,38;41,38,79,0.5337837837837838,-0.099549,2;1,0.7741935483870968,0.49760765550239233,432,208,-0.24041,0.036176,2,148,28,"{A,B} -> {B,E} -> {E,F} | {A,B} -> {B,C} -> {C,D} | {B,C} -> {C,D} -> {C,D} | {B,E} -> {E,F} -> {E,F} | {A,B} -> {A,B} -> {B,C}",0.803441,0.0,0.607143,0.745098,0.034783,0.57236,0.347942,0.532374,0.485714
2,209,branch,union_temporal_consensus_pair,union_state_window,temporal_consensus_pair,within_episode_permuted,failed,coverage_degradation;motif_loss;history_prediction_failure,558,418,92,10;10,0.166667,10;10,10,20,0.15037593984962405,-0.016291,3;2,0.7741935483870968,0.20334928229665072,432,85,-0.623818,-0.052973,3,133,31,"{B,E} -> {A,B} -> {E,F} | {A,B} -> {B,E} -> {E,F} | {A,B} -> {B,C} -> {C,D} | {A,B} -> {C,D} -> {B,C} | {B,E} -> {E,F} -> {A,B}",0.803441,0.0,0.563636,0.460784,0.078261,0.485375,0.308363,0.478417,0.364286
2,209,branch,union_temporal_consensus_pair,union_state_window,temporal_consensus_pair,episode_boundaries_permuted,failed,coverage_degradation;motif_loss;history_prediction_failure,558,418,120,0;0,0.0,0;0,0,0,0.0,0.0,0;0,0.7741935483870968,0.09090909090909091,432,38,-0.774194,-0.090909,0,98,40,"{B,C} -> {B,E} -> {A,B} | {A,B} -> {A,B} -> {B,E} | {C,D} -> {B,E} -> {A,B} | {B,E} -> {E,F} -> {A,B} | {A,B} -> {A,B} -> {C,D}",0.803441,0.0,0.093023,0.174312,0.086957,0.006067,0.247715,0.352518,0.05
2,209,branch,union_temporal_consensus_pair,union_state_window,temporal_consensus_pair,global_label_permuted,failed,coverage_degradation;motif_loss;history_prediction_failure,558,418,103,0;0,0.0,0;0,0,0,0.0,0.0,0;0,0.044802867383512544,0.004784688995215311,25,2,-0.044803,-0.004785,0,148,28,"{C,F} -> {B,G} -> {D,F} | {C,F} -> {F,G} -> {A,D} | {F,G} -> {A,D} -> {A,D} | {B,G} -> {D,F} -> {D,F} | {C,F} -> {C,F} -> {F,G}",0.803441,0.0,0.607143,0.745098,0.017391,0.589752,0.347942,0.532374,0.485714
2,209,overlap,sliding_low_temporal_consensus_pair,sliding_window,temporal_consensus_pair,observed,degraded,overcapture_degradation;motif_degradation,610,410,37,59;56;55,0.916667,59;56;55,55,170,0.9770114942528736,0.060344,1;2;3,0.9147540983606557,0.8560975609756097,558,351,0.062257,0.120914,3,174,5,"{A,B} -> {B,C} -> {E,F} | {A,B} -> {B,E} -> {E,F} | {A,B} -> {B,G} -> {E,F} | {A,B} -> {B,G} -> {B,E} | {B,G} -> {B,E} -> {E,F}",1.200624,0.200624,0.95082,0.966942,0.008065,0.942755,0.54501,0.828571,0.84
2,209,overlap,sliding_low_temporal_consensus_pair,sliding_window,temporal_consensus_pair,within_episode_permuted,failed,overcapture_degradation;motif_loss;history_prediction_degradation,610,410,53,10;12;5,0.083333,10;12;5,5,27,0.15606936416184972,0.072736,8;4;18,0.9147540983606557,0.28536585365853656,558,117,-0.758685,-0.129296,18,173,18,"{A,B} -> {E,F} -> {B,C} | {B,E} -> {E,F} -> {A,B} | {B,G} -> {A,B} -> {E,F} | {A,B} -> {B,E} -> {E,F} | {B,C} -> {A,B} -> {E,F}",1.200624,0.200624,0.741935,0.512195,0.064516,0.677419,0.506366,0.82381,0.83
2,209,overlap,sliding_low_temporal_consensus_pair,sliding_window,temporal_consensus_pair,episode_boundaries_permuted,failed,overcapture_degradation;motif_loss;history_prediction_failure;no_event_advantage_over_static,610,410,96,2;0;2,0.0,2;0;2,0,4,0.029850746268656716,0.029851,42;0;36,0.9147540983606557,0.1951219512195122,558,80,-0.884903,-0.165271,42,134,43,"{E,F} -> {E,F} -> {A,B} | {A,B} -> {E,F} -> {E,F} | {A,B} -> {E,F} -> {A,B} | {E,F} -> {B,G} -> {A,B} | {A,B} -> {B,C} -> {A,B}",1.200624,0.200624,0.188679,0.333333,0.218487,-0.029808,0.419674,0.638095,0.59
2,209,overlap,sliding_low_temporal_consensus_pair,sliding_window,temporal_consensus_pair,global_label_permuted,failed,overcapture_degradation;motif_loss,610,410,37,0;0;0,0.0,0;0;0,0,0,0.0,0.0,0;0;0,0.11967213114754098,0.0,73,0,-0.119672,0.0,0,174,5,"{C,F} -> {E,H} -> {D,F} | {C,F} -> {B,G} -> {D,F} | {C,F} -> {B,H} -> {D,F} | {C,F} -> {B,H} -> {B,G} | {B,H} -> {B,G} -> {D,F}",1.200624,0.200624,0.95082,0.966942,0.0,0.95082,0.54501,0.828571,0.84
2,209,overlap,sliding_window_low_threshold,sliding_window,none,observed,degraded,overcapture_degradation;motif_degradation;history_prediction_degradation,654,454,60,49;52;45,0.75,49;52;45,45,146,0.9605263157894737,0.210526,2;1;3,0.845565749235474,0.7202643171806168,553,327,0.114961,0.240262,3,152,6,"{A,B} -> {B,E} -> {E,F} | {A,B} -> {B,C} -> {E,F} | {A,B} -> {B,G} -> {E,F} | {A,B} -> {B,G} -> {B,E,G} | {B,G} -> {B,E,G} -> {E,F}",1.27597,0.27597,0.827586,0.853659,0.007634,0.819953,0.453761,0.598425,0.7
2,209,overlap,sliding_window_low_threshold,sliding_window,none,within_episode_permuted,failed,overcapture_degradation;motif_loss;history_prediction_degradation,654,454,70,9;11;7,0.116667,9;11;7,7,27,0.17532467532467533,0.058658,9;4;13,0.845565749235474,0.2599118942731278,553,118,-0.670241,-0.084587,13,154,19,"{B,C} -> {E,F} -> {A,B} | {B,G} -> {A,B} -> {E,F} | {B,E} -> {A,B} -> {E,F} | {A,B} -> {B,E} -> {E,F} | {A,B} -> {E,F} -> {B,E}",1.282657,0.282657,0.758621,0.46281,0.0,0.758621,0.427914,0.606299,0.69
2,209,overlap,sliding_window_low_threshold,sliding_window,none,episode_boundaries_permuted,failed,overcapture_degradation;motif_loss;history_prediction_failure,654,454,104,0;2;0,0.0,0;2;0,0,2,0.016666666666666666,0.016667,0;24;0,0.845565749235474,0.1299559471365639,553,59,-0.828899,-0.113289,24,120,35,"{A,B} -> {E,F} -> {A,B} | {A,B} -> {A,B} -> {A,B} | {E,F} -> {E,F} -> {E,F} | {A,B} -> {A,B} -> {E,F} | {E,F} -> {A,B} -> {E,F}",1.27597,0.27597,0.226415,0.20339,0.0,0.226415,0.364784,0.472441,0.285
2,209,overlap,sliding_window_low_threshold,sliding_window,none,global_label_permuted,failed,overcapture;motif_loss;history_prediction_degradation,654,454,60,0;0;0,0.0,0;0;0,0,0,0.0,0.0,0;0;0,0.022935779816513763,0.0,15,0,-0.022936,0.0,0,152,6,"{A,B,F} -> {E,F,G,H} -> {B,C,G} | {A,B,F} -> {D,E} -> {B,C,G} | {A,B,F} -> {D,G} -> {B,C,G} | {A,B,F} -> {D,G} -> {B,C} | {D,G} -> {B,C} -> {B,C,G}",1.748105,0.748105,0.827586,0.853659,0.0,0.827586,0.453761,0.598425,0.7
2,209,overlap,union_temporal_consensus_pair,union_state_window,temporal_consensus_pair,observed,failed,coverage_degradation;motif_loss;history_prediction_failure,793,593,126,38;39;42,0.633333,38;39;42,38,119,0.5560747663551402,-0.077258,3;2;1,0.8133669609079445,0.5278246205733558,645,313,-0.257292,0.02825,3,214,35,"{A,B} -> {B,G} -> {E,F} | {A,B} -> {B,E} -> {E,F} | {A,B} -> {B,C} -> {E,F} | {A,B} -> {A,B} -> {B,C} | {A,B} -> {B,G} -> {B,G}",0.799376,0.0,0.553191,0.648485,0.082353,0.470839,0.368745,0.544529,0.515
2,209,overlap,union_temporal_consensus_pair,union_state_window,temporal_consensus_pair,within_episode_permuted,failed,coverage_degradation;motif_loss;history_prediction_failure,793,593,125,13;7;7,0.116667,13;7;7,7,27,0.13636363636363635,0.019697,1;12;10,0.8133669609079445,0.22259696458684655,645,132,-0.677003,-0.086233,12,198,39,"{A,B} -> {B,C} -> {E,F} | {E,F} -> {A,B} -> {B,C} | {B,E} -> {E,F} -> {A,B} | {E,F} -> {B,G} -> {A,B} | {E,F} -> {B,E} -> {A,B}",0.799376,0.0,0.516484,0.364198,0.052941,0.463542,0.34068,0.503817,0.4
2,209,overlap,union_temporal_consensus_pair,union_state_window,temporal_consensus_pair,episode_boundaries_permuted,failed,coverage_degradation;motif_loss;history_prediction_failure,793,593,158,0;3;3,0.0,0;3;3,0,6,0.03296703296703297,0.032967,0;21;24,0.8133669609079445,0.1467116357504216,645,87,-0.7804,-0.113745,24,182,56,"{A,B} -> {E,F} -> {A,B} | {A,B} -> {A,B} -> {E,F} | {E,F} -> {A,B} -> {A,B} | {E,F} -> {A,B} -> {E,F} | {A,B} -> {E,F} -> {E,F}",0.799376,0.0,0.180723,0.294479,0.164706,0.016017,0.316475,0.463104,0.11
2,209,overlap,union_temporal_consensus_pair,union_state_window,temporal_consensus_pair,global_label_permuted,failed,coverage_degradation;motif_loss;history_prediction_failure,793,593,126,0;0;0,0.0,0;0;0,0,0,0.0,0.0,0;0;0,0.12862547288776796,0.0,102,0,-0.128625,0.0,0,214,35,"{C,F} -> {B,H} -> {D,F} | {C,F} -> {B,G} -> {D,F} | {C,F} -> {F,G} -> {D,F} | {C,F} -> {C,F} -> {F,G} | {C,F} -> {B,H} -> {B,H}",0.799376,0.0,0.553191,0.648485,0.070588,0.482603,0.368745,0.544529,0.515
