unit_id,t,value,episode_id,context
F,395,0.03663,episode_0023,N
G,395,0.04626,episode_0023,N
H,395,0.03731,episode_0023,N
A,396,0.04267,episode_0023,N
B,396,0.04126,episode_0023,N
C,396,0.04043,episode_0023,N
D,396,1.06327,episode_0023,N
E,396,0.03536,episode_0023,N
F,396,0.02505,episode_0023,N
G,396,1.03923,episode_0023,N
H,396,0.01518,episode_0023,N
A,397,0.02799,episode_0023,N
B,397,0.03149,episode_0023,N
C,397,0.02795,episode_0023,N
D,397,1.06042,episode_0023,N
E,397,0.04349,episode_0023,N
F,397,0.02875,episode_0023,N
G,397,0.98363,episode_0023,N
H,397,0.03883,episode_0023,N
A,398,0.03171,episode_0023,N
B,398,0.03384,episode_0023,N
C,398,0.02604,episode_0023,N
D,398,0.98189,episode_0023,N
E,398,0.02114,episode_0023,N
F,398,0.03146,episode_0023,N
G,398,1.0159,episode_0023,N
H,398,0.03186,episode_0023,N
A,399,0.04624,episode_0023,N
B,399,0.02901,episode_0023,N
C,399,0.04207,episode_0023,N
D,399,0.03424,episode_0023,N
E,399,0.02632,episode_0023,N
F,399,0.02717,episode_0023,N
G,399,0.03728,episode_0023,N
H,399,0.04858,episode_0023,N
A,400,0.02272,episode_0023,N
B,400,0.01985,episode_0023,N
C,400,0.04568,episode_0023,N
D,400,0.04002,episode_0023,N
E,400,0.03385,episode_0023,N
F,400,0.01672,episode_0023,N
G,400,0.04251,episode_0023,N
H,400,0.01643,episode_0023,N
A,401,0.04046,episode_0023,N
B,401,0.0291,episode_0023,N
C,401,0.03195,episode_0023,N
D,401,0.02755,episode_0023,N
E,401,0.02299,episode_0023,N
F,401,0.02738,episode_0023,N
G,401,0.90476,episode_0023,N
H,401,0.96227,episode_0023,N
A,402,0.03861,episode_0023,N
B,402,0.03429,episode_0023,N
C,402,0.05007,episode_0023,N
D,402,0.01898,episode_0023,N
E,402,0.02166,episode_0023,N
F,402,0.03068,episode_0023,N
G,402,1.01963,episode_0023,N
H,402,1.04252,episode_0023,N
A,403,0.0385,episode_0023,N
B,403,0.01298,episode_0023,N
C,403,0.03347,episode_0023,N
D,403,0.02589,episode_0023,N
E,403,0.025,episode_0023,N
F,403,0.04816,episode_0023,N
G,403,1.06797,episode_0023,N
H,403,0.95613,episode_0023,N
A,404,0.02796,episode_0023,N
B,404,0.03136,episode_0023,N
C,404,0.0305,episode_0023,N
D,404,0.0327,episode_0023,N
E,404,0.04601,episode_0023,N
F,404,0.04022,episode_0023,N
G,404,0.03269,episode_0023,N
H,404,0.0318,episode_0023,N
A,405,0.02269,episode_0023,N
B,405,0.03492,episode_0023,N
C,405,0.01886,episode_0023,N
D,405,0.02355,episode_0023,N
E,405,0.03224,episode_0023,N
F,405,0.02391,episode_0023,N
G,405,0.01674,episode_0023,N
H,405,0.02986,episode_0023,N
A,408,0.94134,episode_0024,Z
B,408,0.93984,episode_0024,Z
C,408,0.01457,episode_0024,Z
D,408,0.03415,episode_0024,Z
E,408,0.04858,episode_0024,Z
F,408,0.03306,episode_0024,Z
G,408,0.03129,episode_0024,Z
H,408,0.02127,episode_0024,Z
A,409,1.02299,episode_0024,Z
B,409,0.99114,episode_0024,Z
C,409,0.02552,episode_0024,Z
D,409,0.02965,episode_0024,Z
E,409,0.02457,episode_0024,Z
F,409,0.01947,episode_0024,Z
G,409,0.02394,episode_0024,Z
H,409,0.03072,episode_0024,Z
A,410,0.95718,episode_0024,Z
B,410,1.05374,episode_0024,Z
C,410,0.02496,episode_0024,Z
D,410,0.0138,episode_0024,Z
E,410,0.02129,episode_0024,Z
F,410,0.01442,episode_0024,Z
G,410,0.03523,episode_0024,Z
H,410,0.01312,episode_0024,Z
A,411,0.03159,episode_0024,Z
B,411,0.03661,episode_0024,Z
C,411,0.04567,episode_0024,Z
D,411,0.01678,episode_0024,Z
E,411,0.02217,episode_0024,Z
F,411,0.0138,episode_0024,Z
G,411,0.03213,episode_0024,Z
H,411,0.03973,episode_0024,Z
A,412,0.05169,episode_0024,Z
B,412,0.03146,episode_0024,Z
C,412,0.02654,episode_0024,Z
D,412,0.02505,episode_0024,Z
E,412,0.0184,episode_0024,Z
F,412,0.0142,episode_0024,Z
G,412,0.01376,episode_0024,Z
H,412,0.04655,episode_0024,Z
A,413,0.02749,episode_0024,Z
B,413,1.02572,episode_0024,Z
C,413,0.02239,episode_0024,Z
D,413,0.02158,episode_0024,Z
E,413,1.02262,episode_0024,Z
F,413,0.02504,episode_0024,Z
G,413,0.03738,episode_0024,Z
H,413,0.04188,episode_0024,Z
A,414,0.03516,episode_0024,Z
B,414,1.04119,episode_0024,Z
C,414,0.01886,episode_0024,Z
D,414,0.03544,episode_0024,Z
E,414,0.95417,episode_0024,Z
F,414,0.03244,episode_0024,Z
G,414,0.03271,episode_0024,Z
H,414,0.03596,episode_0024,Z
A,415,0.02045,episode_0024,Z
B,415,0.96583,episode_0024,Z
C,415,0.04514,episode_0024,Z
D,415,0.01622,episode_0024,Z
E,415,1.05013,episode_0024,Z
F,415,0.02053,episode_0024,Z
G,415,0.0368,episode_0024,Z
H,415,0.02013,episode_0024,Z
A,416,0.03692,episode_0024,Z
B,416,0.0212,episode_0024,Z
C,416,0.04179,episode_0024,Z
D,416,0.03104,episode_0024,Z
E,416,0.01197,episode_0024,Z
F,416,0.02755,episode_0024,Z
G,416,0.05206,episode_0024,Z
H,416,0.03965,episode_0024,Z
A,417,0.02423,episode_0024,Z
B,417,0.04547,episode_0024,Z
C,417,0.02919,episode_0024,Z
D,417,0.02811,episode_0024,Z
E,417,0.03689,episode_0024,Z
F,417,0.02573,episode_0024,Z
G,417,0.02994,episode_0024,Z
H,417,0.02307,episode_0024,Z
A,418,0.05254,episode_0024,Z
B,418,0.01884,episode_0024,Z
C,418,0.00708,episode_0024,Z
D,418,0.0446,episode_0024,Z
E,418,1.03975,episode_0024,Z
F,418,1.01772,episode_0024,Z
G,418,0.02373,episode_0024,Z
H,418,0.03749,episode_0024,Z
A,419,0.01946,episode_0024,Z
B,419,0.03193,episode_0024,Z
C,419,0.03565,episode_0024,Z
D,419,0.04019,episode_0024,Z
E,419,0.94254,episode_0024,Z
F,419,0.93494,episode_0024,Z
G,419,0.01912,episode_0024,Z
H,419,0.03419,episode_0024,Z
A,420,0.03023,episode_0024,Z
B,420,0.02648,episode_0024,Z
C,420,0.04571,episode_0024,Z
D,420,0.02687,episode_0024,Z
E,420,0.95991,episode_0024,Z
F,420,0.96181,episode_0024,Z
G,420,0.01616,episode_0024,Z
H,420,0.0331,episode_0024,Z
A,421,0.03034,episode_0024,Z
B,421,0.02512,episode_0024,Z
C,421,0.02005,episode_0024,Z
D,421,0.02466,episode_0024,Z
E,421,0.01727,episode_0024,Z
F,421,0.02362,episode_0024,Z
G,421,0.0321,episode_0024,Z
H,421,0.0376,episode_0024,Z
A,422,0.02477,episode_0024,Z
B,422,0.03658,episode_0024,Z
C,422,0.04102,episode_0024,Z
D,422,0.03083,episode_0024,Z
E,422,0.03658,episode_0024,Z
F,422,0.03625,episode_0024,Z
G,422,0.02268,episode_0024,Z
H,422,0.0365,episode_0024,Z
A,425,1.06656,episode_0025,X
B,425,0.9422,episode_0025,X
C,425,0.04129,episode_0025,X
D,425,0.02498,episode_0025,X
E,425,0.02779,episode_0025,X
F,425,0.02665,episode_0025,X
G,425,0.03596,episode_0025,X
H,425,0.03011,episode_0025,X
A,426,1.01032,episode_0025,X
B,426,1.00833,episode_0025,X
C,426,0.03182,episode_0025,X
D,426,0.023,episode_0025,X
E,426,0.04075,episode_0025,X
F,426,0.02122,episode_0025,X
G,426,0.03716,episode_0025,X
H,426,0.03448,episode_0025,X
A,427,1.02807,episode_0025,X
B,427,1.05518,episode_0025,X
C,427,0.03778,episode_0025,X
D,427,0.02686,episode_0025,X
E,427,0.01566,episode_0025,X
F,427,0.02893,episode_0025,X
G,427,0.033,episode_0025,X
H,427,0.03004,episode_0025,X
A,428,0.04691,episode_0025,X
B,428,0.02449,episode_0025,X
C,428,0.04039,episode_0025,X
D,428,0.03436,episode_0025,X
E,428,0.02836,episode_0025,X
F,428,0.02197,episode_0025,X
G,428,0.03093,episode_0025,X
H,428,0.02219,episode_0025,X
A,429,0.01961,episode_0025,X
B,429,0.01752,episode_0025,X
C,429,0.04394,episode_0025,X
D,429,0.03689,episode_0025,X
E,429,0.0259,episode_0025,X
F,429,0.03142,episode_0025,X
G,429,0.02212,episode_0025,X
H,429,0.03325,episode_0025,X
A,430,0.02466,episode_0025,X
B,430,0.96356,episode_0025,X
C,430,1.03843,episode_0025,X
D,430,0.03409,episode_0025,X
E,430,0.01212,episode_0025,X
F,430,0.04161,episode_0025,X
G,430,0.03596,episode_0025,X
H,430,0.0113,episode_0025,X
A,431,0.03291,episode_0025,X
B,431,0.96948,episode_0025,X
C,431,0.88228,episode_0025,X
D,431,0.02833,episode_0025,X
E,431,0.02149,episode_0025,X
F,431,0.02493,episode_0025,X
G,431,0.04057,episode_0025,X
H,431,0.01447,episode_0025,X
A,432,0.03879,episode_0025,X
B,432,1.02376,episode_0025,X
C,432,0.95816,episode_0025,X
D,432,0.02707,episode_0025,X
E,432,0.02957,episode_0025,X
F,432,0.02745,episode_0025,X
G,432,0.04353,episode_0025,X
H,432,0.04641,episode_0025,X
A,433,0.025,episode_0025,X
B,433,0.02782,episode_0025,X
C,433,0.02089,episode_0025,X
D,433,0.03441,episode_0025,X
E,433,0.02957,episode_0025,X
F,433,0.05706,episode_0025,X
G,433,0.02955,episode_0025,X
H,433,0.02845,episode_0025,X
A,434,0.02917,episode_0025,X
B,434,0.03912,episode_0025,X
C,434,0.02986,episode_0025,X
D,434,0.03109,episode_0025,X
E,434,0.02989,episode_0025,X
F,434,0.0169,episode_0025,X
G,434,0.04712,episode_0025,X
H,434,0.01587,episode_0025,X
A,435,0.0266,episode_0025,X
B,435,0.0277,episode_0025,X
C,435,1.03001,episode_0025,X
D,435,0.94423,episode_0025,X
E,435,0.03164,episode_0025,X
F,435,0.01971,episode_0025,X
G,435,0.03452,episode_0025,X
H,435,0.01061,episode_0025,X
A,436,0.03237,episode_0025,X
B,436,0.00718,episode_0025,X
C,436,0.99437,episode_0025,X
D,436,0.97332,episode_0025,X
E,436,0.03806,episode_0025,X
F,436,0.0338,episode_0025,X
G,436,0.02368,episode_0025,X
H,436,0.03254,episode_0025,X
A,437,0.0291,episode_0025,X
B,437,0.02441,episode_0025,X
C,437,1.00559,episode_0025,X
D,437,1.05654,episode_0025,X
E,437,0.0379,episode_0025,X
F,437,0.02467,episode_0025,X
G,437,0.02896,episode_0025,X
H,437,0.01767,episode_0025,X
A,438,0.0208,episode_0025,X
B,438,0.01574,episode_0025,X
C,438,0.01828,episode_0025,X
D,438,0.01959,episode_0025,X
E,438,0.02834,episode_0025,X
F,438,0.03496,episode_0025,X
G,438,0.02403,episode_0025,X
H,438,0.03072,episode_0025,X
A,439,0.0516,episode_0025,X
B,439,0.02314,episode_0025,X
C,439,0.02678,episode_0025,X
D,439,0.06763,episode_0025,X
E,439,0.04767,episode_0025,X
F,439,0.02552,episode_0025,X
G,439,0.04642,episode_0025,X
H,439,0.03195,episode_0025,X
A,442,0.02078,episode_0026,N
B,442,0.02866,episode_0026,N
C,442,0.03675,episode_0026,N
D,442,0.94715,episode_0026,N
E,442,0.03306,episode_0026,N
F,442,0.03254,episode_0026,N
G,442,0.02181,episode_0026,N
H,442,0.96575,episode_0026,N
A,443,0.03041,episode_0026,N
B,443,0.00882,episode_0026,N
C,443,0.02743,episode_0026,N
D,443,1.06484,episode_0026,N
E,443,0.01898,episode_0026,N
F,443,0.01622,episode_0026,N
G,443,0.02486,episode_0026,N
H,443,1.0238,episode_0026,N
A,444,0.02607,episode_0026,N
B,444,0.0313,episode_0026,N
C,444,0.02364,episode_0026,N
D,444,0.95912,episode_0026,N
E,444,0.04685,episode_0026,N
F,444,0.03726,episode_0026,N
G,444,0.04187,episode_0026,N
H,444,0.93742,episode_0026,N
A,445,0.031,episode_0026,N
B,445,0.03474,episode_0026,N
C,445,0.02511,episode_0026,N
D,445,0.01576,episode_0026,N
E,445,0.02678,episode_0026,N
F,445,0.0268,episode_0026,N
G,445,0.02297,episode_0026,N
H,445,0.03968,episode_0026,N
A,446,0.01253,episode_0026,N
B,446,0.03608,episode_0026,N
C,446,0.03188,episode_0026,N
D,446,0.02486,episode_0026,N
E,446,0.02302,episode_0026,N
F,446,0.01648,episode_0026,N
G,446,0.02366,episode_0026,N
H,446,0.03042,episode_0026,N
A,447,1.09452,episode_0026,N
B,447,1.06158,episode_0026,N
C,447,0.03184,episode_0026,N
D,447,0.02376,episode_0026,N
E,447,0.04345,episode_0026,N
F,447,0.02555,episode_0026,N
G,447,0.02553,episode_0026,N
H,447,0.04819,episode_0026,N
A,448,0.9982,episode_0026,N
B,448,1.01804,episode_0026,N
C,448,0.03513,episode_0026,N
D,448,0.03214,episode_0026,N
E,448,0.01938,episode_0026,N
F,448,0.0328,episode_0026,N
G,448,0.02469,episode_0026,N
H,448,0.03421,episode_0026,N
A,449,1.04315,episode_0026,N
B,449,1.03306,episode_0026,N
C,449,0.02111,episode_0026,N
D,449,0.02924,episode_0026,N
E,449,0.03626,episode_0026,N
F,449,0.01631,episode_0026,N
G,449,0.03078,episode_0026,N
H,449,0.03297,episode_0026,N
A,450,0.01771,episode_0026,N
B,450,0.02155,episode_0026,N
C,450,0.04293,episode_0026,N
D,450,0.03365,episode_0026,N
E,450,0.02678,episode_0026,N
F,450,0.01925,episode_0026,N
G,450,0.03617,episode_0026,N
H,450,0.02404,episode_0026,N
A,451,0.05256,episode_0026,N
B,451,0.03322,episode_0026,N
C,451,0.04081,episode_0026,N
D,451,0.03206,episode_0026,N
E,451,0.0455,episode_0026,N
F,451,0.03354,episode_0026,N
G,451,0.0207,episode_0026,N
H,451,0.03239,episode_0026,N
A,452,1.00941,episode_0026,N
B,452,0.94835,episode_0026,N
C,452,0.02954,episode_0026,N
D,452,0.0242,episode_0026,N
E,452,0.02614,episode_0026,N
F,452,0.03219,episode_0026,N
G,452,0.02742,episode_0026,N
H,452,0.04045,episode_0026,N
A,453,0.98043,episode_0026,N
B,453,0.99549,episode_0026,N
C,453,0.01141,episode_0026,N
D,453,0.02272,episode_0026,N
E,453,0.03537,episode_0026,N
F,453,0.02606,episode_0026,N
G,453,0.02243,episode_0026,N
H,453,0.02482,episode_0026,N
A,454,0.98247,episode_0026,N
B,454,1.00541,episode_0026,N
C,454,0.04499,episode_0026,N
D,454,0.02831,episode_0026,N
E,454,0.05459,episode_0026,N
F,454,0.03515,episode_0026,N
G,454,0.02271,episode_0026,N
H,454,0.03175,episode_0026,N
A,455,0.02127,episode_0026,N
B,455,0.03474,episode_0026,N
C,455,0.009,episode_0026,N
D,455,0.04216,episode_0026,N
E,455,0.03204,episode_0026,N
F,455,0.03786,episode_0026,N
G,455,0.01741,episode_0026,N
H,455,0.05294,episode_0026,N
A,456,0.01731,episode_0026,N
B,456,0.03194,episode_0026,N
C,456,0.01725,episode_0026,N
D,456,0.0266,episode_0026,N
E,456,0.0332,episode_0026,N
F,456,0.01505,episode_0026,N
G,456,0.02841,episode_0026,N
H,456,0.03436,episode_0026,N
A,459,1.13151,episode_0027,Z
B,459,0.93921,episode_0027,Z
C,459,0.02437,episode_0027,Z
D,459,0.02516,episode_0027,Z
E,459,0.04068,episode_0027,Z
F,459,0.02917,episode_0027,Z
G,459,0.03617,episode_0027,Z
H,459,0.02969,episode_0027,Z
A,460,0.99758,episode_0027,Z
B,460,0.95923,episode_0027,Z
C,460,0.04092,episode_0027,Z
D,460,0.04101,episode_0027,Z
E,460,0.0141,episode_0027,Z
F,460,0.03121,episode_0027,Z
G,460,0.02792,episode_0027,Z
H,460,0.04461,episode_0027,Z
A,461,0.9334,episode_0027,Z
B,461,0.95208,episode_0027,Z
C,461,0.01158,episode_0027,Z
D,461,0.03377,episode_0027,Z
E,461,0.03238,episode_0027,Z
F,461,0.02657,episode_0027,Z
G,461,0.01457,episode_0027,Z
H,461,0.03402,episode_0027,Z
A,462,0.02057,episode_0027,Z
B,462,0.0362,episode_0027,Z
C,462,0.02101,episode_0027,Z
D,462,0.05046,episode_0027,Z
E,462,0.04408,episode_0027,Z
F,462,0.0439,episode_0027,Z
G,462,0.01132,episode_0027,Z
H,462,0.03999,episode_0027,Z
A,463,0.04146,episode_0027,Z
B,463,0.02238,episode_0027,Z
C,463,0.02937,episode_0027,Z
D,463,0.02499,episode_0027,Z
E,463,0.0383,episode_0027,Z
F,463,0.0522,episode_0027,Z
G,463,0.01845,episode_0027,Z
H,463,0.01687,episode_0027,Z
A,464,0.03506,episode_0027,Z
B,464,1.03782,episode_0027,Z
C,464,0.02622,episode_0027,Z
D,464,0.03872,episode_0027,Z
E,464,0.94885,episode_0027,Z
F,464,0.03182,episode_0027,Z
G,464,0.03979,episode_0027,Z
H,464,0.01945,episode_0027,Z
A,465,0.01823,episode_0027,Z
B,465,0.94357,episode_0027,Z
C,465,0.02671,episode_0027,Z
D,465,0.02272,episode_0027,Z
E,465,0.99857,episode_0027,Z
F,465,0.0113,episode_0027,Z
G,465,0.01728,episode_0027,Z
H,465,0.03941,episode_0027,Z
A,466,0.02745,episode_0027,Z
B,466,1.06931,episode_0027,Z
C,466,0.04046,episode_0027,Z
D,466,0.03315,episode_0027,Z
E,466,1.01026,episode_0027,Z
F,466,0.02729,episode_0027,Z
G,466,0.03636,episode_0027,Z
H,466,0.01687,episode_0027,Z
A,467,0.03682,episode_0027,Z
B,467,0.03742,episode_0027,Z
C,467,0.01514,episode_0027,Z
D,467,0.03448,episode_0027,Z
E,467,0.04361,episode_0027,Z
F,467,0.02904,episode_0027,Z
G,467,0.04178,episode_0027,Z
H,467,0.02047,episode_0027,Z
A,468,0.0193,episode_0027,Z
B,468,0.01663,episode_0027,Z
C,468,0.03894,episode_0027,Z
D,468,0.00826,episode_0027,Z
E,468,0.03709,episode_0027,Z
F,468,0.02733,episode_0027,Z
G,468,0.03848,episode_0027,Z
H,468,0.03241,episode_0027,Z
A,469,0.02975,episode_0027,Z
B,469,0.03688,episode_0027,Z
C,469,0.0399,episode_0027,Z
D,469,0.04155,episode_0027,Z
E,469,1.04065,episode_0027,Z
F,469,1.00238,episode_0027,Z
G,469,0.028,episode_0027,Z
H,469,0.01368,episode_0027,Z
A,470,0.02722,episode_0027,Z
B,470,0.02776,episode_0027,Z
C,470,0.04349,episode_0027,Z
D,470,0.04829,episode_0027,Z
E,470,0.91596,episode_0027,Z
F,470,0.98182,episode_0027,Z
G,470,0.03218,episode_0027,Z
H,470,0.04806,episode_0027,Z
A,471,0.0169,episode_0027,Z
B,471,0.01643,episode_0027,Z
C,471,0.01733,episode_0027,Z
D,471,0.04263,episode_0027,Z
E,471,0.98278,episode_0027,Z
F,471,0.93709,episode_0027,Z
G,471,0.03536,episode_0027,Z
H,471,0.02601,episode_0027,Z
A,472,0.02963,episode_0027,Z
B,472,0.02259,episode_0027,Z
C,472,0.02376,episode_0027,Z
D,472,0.04188,episode_0027,Z
E,472,0.02399,episode_0027,Z
F,472,0.03644,episode_0027,Z
G,472,0.02522,episode_0027,Z
H,472,0.01857,episode_0027,Z
A,473,0.03296,episode_0027,Z
B,473,0.02048,episode_0027,Z
C,473,0.0303,episode_0027,Z
D,473,0.0402,episode_0027,Z
E,473,0.02689,episode_0027,Z
F,473,0.02279,episode_0027,Z
G,473,0.04075,episode_0027,Z
H,473,0.02832,episode_0027,Z
A,476,0.99796,episode_0028,X
B,476,0.92303,episode_0028,X
C,476,0.03576,episode_0028,X
D,476,0.03336,episode_0028,X
E,476,0.03491,episode_0028,X
F,476,0.02901,episode_0028,X
G,476,0.01773,episode_0028,X
H,476,0.0297,episode_0028,X
A,477,1.0211,episode_0028,X
B,477,1.04697,episode_0028,X
C,477,0.01723,episode_0028,X
D,477,0.04494,episode_0028,X
E,477,0.0317,episode_0028,X
F,477,0.03138,episode_0028,X
G,477,0.02607,episode_0028,X
H,477,0.03043,episode_0028,X
A,478,0.9723,episode_0028,X
B,478,0.99034,episode_0028,X
C,478,0.02976,episode_0028,X
D,478,0.00227,episode_0028,X
E,478,0.04303,episode_0028,X
F,478,0.02253,episode_0028,X
G,478,0.03841,episode_0028,X
H,478,0.04159,episode_0028,X
A,479,0.03311,episode_0028,X
B,479,0.0248,episode_0028,X
C,479,0.03515,episode_0028,X
D,479,0.02521,episode_0028,X
E,479,0.0187,episode_0028,X
F,479,0.00341,episode_0028,X
G,479,0.03624,episode_0028,X
H,479,0.03072,episode_0028,X
A,480,0.04417,episode_0028,X
B,480,0.02876,episode_0028,X
C,480,0.03222,episode_0028,X
D,480,0.0311,episode_0028,X
E,480,0.0265,episode_0028,X
F,480,0.03458,episode_0028,X
G,480,0.03497,episode_0028,X
H,480,0.03497,episode_0028,X
A,481,0.02022,episode_0028,X
B,481,1.09081,episode_0028,X
C,481,0.96777,episode_0028,X
D,481,0.02289,episode_0028,X
E,481,0.0148,episode_0028,X
F,481,0.04235,episode_0028,X
G,481,0.03999,episode_0028,X
H,481,0.0334,episode_0028,X
A,482,0.02521,episode_0028,X
B,482,1.05405,episode_0028,X
C,482,1.11991,episode_0028,X
D,482,0.02979,episode_0028,X
E,482,0.02561,episode_0028,X
F,482,0.02951,episode_0028,X
G,482,0.02066,episode_0028,X
H,482,0.03229,episode_0028,X
A,483,0.02077,episode_0028,X
B,483,0.94097,episode_0028,X
C,483,1.0024,episode_0028,X
D,483,0.02718,episode_0028,X
E,483,0.02476,episode_0028,X
F,483,0.03015,episode_0028,X
G,483,0.03054,episode_0028,X
H,483,0.04007,episode_0028,X
A,484,0.0286,episode_0028,X
B,484,0.03364,episode_0028,X
C,484,0.04219,episode_0028,X
D,484,0.01698,episode_0028,X
E,484,0.02012,episode_0028,X
F,484,0.01847,episode_0028,X
G,484,0.02681,episode_0028,X
H,484,0.03304,episode_0028,X
A,485,0.02401,episode_0028,X
B,485,0.02844,episode_0028,X
C,485,0.03051,episode_0028,X
D,485,0.00718,episode_0028,X
E,485,0.04252,episode_0028,X
F,485,0.03484,episode_0028,X
G,485,0.02447,episode_0028,X
H,485,0.03688,episode_0028,X
A,486,0.03452,episode_0028,X
B,486,0.03285,episode_0028,X
C,486,1.01091,episode_0028,X
D,486,1.02263,episode_0028,X
E,486,0.02575,episode_0028,X
F,486,0.03023,episode_0028,X
G,486,0.04749,episode_0028,X
H,486,0.03552,episode_0028,X
A,487,0.01817,episode_0028,X
B,487,0.02924,episode_0028,X
C,487,1.02415,episode_0028,X
D,487,0.9955,episode_0028,X
E,487,0.02273,episode_0028,X
F,487,0.04485,episode_0028,X
G,487,0.03184,episode_0028,X
H,487,0.04487,episode_0028,X
A,488,0.03172,episode_0028,X
B,488,0.02877,episode_0028,X
C,488,0.96592,episode_0028,X
D,488,1.06582,episode_0028,X
E,488,0.04075,episode_0028,X
F,488,0.03951,episode_0028,X
G,488,0.04229,episode_0028,X
H,488,0.02876,episode_0028,X
A,489,0.02389,episode_0028,X
B,489,0.0329,episode_0028,X
C,489,0.03293,episode_0028,X
D,489,0.03457,episode_0028,X
E,489,0.0352,episode_0028,X
F,489,0.03603,episode_0028,X
G,489,0.05822,episode_0028,X
H,489,0.03076,episode_0028,X
A,490,0.04296,episode_0028,X
B,490,0.03881,episode_0028,X
C,490,0.03232,episode_0028,X
D,490,0.03824,episode_0028,X
E,490,0.0212,episode_0028,X
F,490,0.01808,episode_0028,X
G,490,0.03673,episode_0028,X
H,490,0.03666,episode_0028,X
A,493,0.02783,episode_0029,N
B,493,0.03665,episode_0029,N
C,493,0.02224,episode_0029,N
D,493,0.02391,episode_0029,N
E,493,1.06376,episode_0029,N
F,493,0.02675,episode_0029,N
G,493,0.02597,episode_0029,N
H,493,0.90088,episode_0029,N
A,494,0.03238,episode_0029,N
B,494,0.03023,episode_0029,N
C,494,0.04073,episode_0029,N
D,494,0.0212,episode_0029,N
E,494,1.00805,episode_0029,N
F,494,0.02518,episode_0029,N
G,494,0.04511,episode_0029,N
H,494,1.05008,episode_0029,N
A,495,0.03994,episode_0029,N
B,495,0.0253,episode_0029,N
C,495,0.02219,episode_0029,N
D,495,0.01966,episode_0029,N
E,495,0.99935,episode_0029,N
F,495,0.03486,episode_0029,N
G,495,0.03858,episode_0029,N
H,495,0.97799,episode_0029,N
A,496,0.02497,episode_0029,N
B,496,0.02336,episode_0029,N
C,496,0.04534,episode_0029,N
D,496,0.01705,episode_0029,N
E,496,0.032,episode_0029,N
F,496,0.03426,episode_0029,N
G,496,0.02459,episode_0029,N
H,496,0.03149,episode_0029,N
A,497,0.03167,episode_0029,N
B,497,0.02357,episode_0029,N
C,497,0.03281,episode_0029,N
D,497,0.03305,episode_0029,N
E,497,0.03697,episode_0029,N
F,497,0.03551,episode_0029,N
G,497,0.02151,episode_0029,N
H,497,0.02437,episode_0029,N
A,498,0.9172,episode_0029,N
B,498,0.03396,episode_0029,N
C,498,0.04072,episode_0029,N
D,498,0.02835,episode_0029,N
E,498,0.03357,episode_0029,N
F,498,0.02793,episode_0029,N
G,498,0.99984,episode_0029,N
H,498,0.02886,episode_0029,N
A,499,0.98287,episode_0029,N
B,499,0.02203,episode_0029,N
C,499,0.02562,episode_0029,N
D,499,0.03359,episode_0029,N
E,499,0.03422,episode_0029,N
F,499,0.02761,episode_0029,N
G,499,1.08244,episode_0029,N
H,499,0.03165,episode_0029,N
A,500,1.07483,episode_0029,N
B,500,0.03318,episode_0029,N
C,500,0.03256,episode_0029,N
D,500,0.0303,episode_0029,N
E,500,0.00629,episode_0029,N
F,500,0.03983,episode_0029,N
G,500,0.91375,episode_0029,N
H,500,0.04858,episode_0029,N
A,501,0.01876,episode_0029,N
B,501,0.02269,episode_0029,N
C,501,0.0302,episode_0029,N
D,501,0.03621,episode_0029,N
E,501,0.04252,episode_0029,N
F,501,0.02039,episode_0029,N
G,501,0.04509,episode_0029,N
H,501,0.01826,episode_0029,N
A,502,0.03156,episode_0029,N
B,502,0.02919,episode_0029,N
C,502,0.04336,episode_0029,N
D,502,0.01279,episode_0029,N
E,502,0.03824,episode_0029,N
F,502,0.02667,episode_0029,N
G,502,0.03044,episode_0029,N
H,502,0.03222,episode_0029,N
A,503,0.99531,episode_0029,N
B,503,1.03682,episode_0029,N
C,503,0.03046,episode_0029,N
D,503,0.04272,episode_0029,N
E,503,0.02165,episode_0029,N
F,503,0.0395,episode_0029,N
G,503,0.04288,episode_0029,N
H,503,0.0274,episode_0029,N
A,504,1.00797,episode_0029,N
B,504,0.95666,episode_0029,N
C,504,0.02807,episode_0029,N
D,504,0.02616,episode_0029,N
E,504,0.03844,episode_0029,N
F,504,0.03092,episode_0029,N
G,504,0.02471,episode_0029,N
H,504,0.03257,episode_0029,N
A,505,0.9996,episode_0029,N
B,505,1.00946,episode_0029,N
C,505,0.01661,episode_0029,N
D,505,0.02341,episode_0029,N
E,505,0.03699,episode_0029,N
F,505,0.04733,episode_0029,N
G,505,0.03675,episode_0029,N
H,505,0.01641,episode_0029,N
A,506,0.02666,episode_0029,N
B,506,0.02727,episode_0029,N
C,506,0.04403,episode_0029,N
D,506,0.02367,episode_0029,N
E,506,0.01467,episode_0029,N
F,506,0.03884,episode_0029,N
G,506,0.01984,episode_0029,N
H,506,0.01255,episode_0029,N
A,507,0.03051,episode_0029,N
B,507,0.02143,episode_0029,N
C,507,0.04419,episode_0029,N
D,507,0.02457,episode_0029,N
E,507,0.03639,episode_0029,N
F,507,0.05135,episode_0029,N
G,507,0.02588,episode_0029,N
H,507,0.03807,episode_0029,N
A,510,0.95728,episode_0030,X
B,510,0.97889,episode_0030,X
C,510,0.03501,episode_0030,X
D,510,0.02413,episode_0030,X
E,510,0.01844,episode_0030,X
