pattern,support,variants,predicted_next_events,contexts,outcomes
"{U10,U39}",5,"{U06,U39}:1;{U05,U10}:1;{U10,U14}:1;{U19,U39}:1;{U13,U38}:1","{U06,U39};{U05,U10};{U10,U14};{U19,U39};{U13,U38}",CTX_0074:1;CTX_0080:1;CTX_0124:1;CTX_0160:1;CTX_0195:1,OUT_0074:1;OUT_0080:1;OUT_0124:1;OUT_0160:1;OUT_0195:1
"{U20,U28}",5,"{U03,U18}:1;{U02,U24}:1;{U22,U38}:1;{U22,U28}:1;{U20,U27}:1","{U03,U18};{U02,U24};{U22,U38};{U22,U28};{U20,U27}",CTX_0086:1;CTX_0129:1;CTX_0140:1;CTX_0174:1;CTX_0198:1,OUT_0086:1;OUT_0129:1;OUT_0140:1;OUT_0174:1;OUT_0198:1
"{U05,U38}",4,"{U05,U33}:1;{U04,U22}:1;{U05,U12}:1;{U06,U29}:1","{U05,U33};{U04,U22};{U05,U12};{U06,U29}",CTX_0005:1;CTX_0022:1;CTX_0101:1;CTX_0113:1,OUT_0005:1;OUT_0022:1;OUT_0101:1;OUT_0113:1
"{U06,U33}",4,"{U17,U31}:1;{U07,U33}:1;{U33,U39}:1;{U02,U22}:1","{U17,U31};{U07,U33};{U33,U39};{U02,U22}",CTX_0010:1;CTX_0068:1;CTX_0171:1;CTX_0188:1,OUT_0010:1;OUT_0068:1;OUT_0171:1;OUT_0188:1
"{U02,U22}",4,"{U10,U15}:1;{U00,U22}:1","{U10,U15};{U00,U22}",CTX_0022:1;CTX_0030:1;CTX_0121:1;CTX_0188:1,OUT_0022:1;OUT_0030:1;OUT_0121:1;OUT_0188:1
"{U04,U06}",4,"{U06,U36}:1;{U04,U09}:1;{U06,U09}:1","{U06,U36};{U04,U09};{U06,U09}",CTX_0034:1;CTX_0076:1;CTX_0094:1;CTX_0196:1,OUT_0034:1;OUT_0076:1;OUT_0094:1;OUT_0196:1
"{U27,U37}",4,"{U16,U25}:1;{U25,U31}:1;{U26,U27}:1","{U16,U25};{U25,U31};{U26,U27}",CTX_0037:1;CTX_0116:1;CTX_0167:1;CTX_0192:1,OUT_0037:1;OUT_0116:1;OUT_0167:1;OUT_0192:1
"{U19,U39}",4,"{U04,U24}:1;{U35,U38}:1;{U10,U27}:1","{U04,U24};{U35,U38};{U10,U27}",CTX_0038:1;CTX_0055:1;CTX_0160:1;CTX_0196:1,OUT_0038:1;OUT_0055:1;OUT_0160:1;OUT_0196:1
"{U12,U19}",4,"{U12,U23}:1;{U02,U32}:1;{U07,U12}:1;{U38,U39}:1","{U12,U23};{U02,U32};{U07,U12};{U38,U39}",CTX_0045:1;CTX_0047:1;CTX_0102:1;CTX_0149:1,OUT_0045:1;OUT_0047:1;OUT_0102:1;OUT_0149:1
"{U03,U25}",4,"{U12,U29}:1;{U06,U25}:1;{U25,U27}:1","{U12,U29};{U06,U25};{U25,U27}",CTX_0047:1;CTX_0107:1;CTX_0109:1;CTX_0177:1,OUT_0047:1;OUT_0107:1;OUT_0109:1;OUT_0177:1
"{U13,U15}",4,"{U15,U22}:1;{U13,U37}:1;{U13,U25}:1","{U15,U22};{U13,U37};{U13,U25}",CTX_0053:1;CTX_0057:1;CTX_0124:1;CTX_0195:1,OUT_0053:1;OUT_0057:1;OUT_0124:1;OUT_0195:1
"{U34,U35}",4,"{U17,U35}:1;{U18,U20}:1","{U17,U35};{U18,U20}",CTX_0053:1;CTX_0118:1;CTX_0133:1;CTX_0176:1,OUT_0053:1;OUT_0118:1;OUT_0133:1;OUT_0176:1
"{U07,U33}",4,"{U03,U07}:1;{U05,U28}:1","{U03,U07};{U05,U28}",CTX_0068:1;CTX_0073:1;CTX_0096:1;CTX_0131:1,OUT_0068:1;OUT_0073:1;OUT_0096:1;OUT_0131:1
"{U12,U31}",4,"{U02,U31}:1;{U31,U39}:1;{U05,U26}:1;{U14,U31}:1","{U02,U31};{U31,U39};{U05,U26};{U14,U31}",CTX_0104:1;CTX_0122:1;CTX_0151:1;CTX_0175:1,OUT_0104:1;OUT_0122:1;OUT_0151:1;OUT_0175:1
"{U02,U06}",3,"{U08,U35}:1;{U15,U21}:1;{U02,U08}:1","{U08,U35};{U15,U21};{U02,U08}",CTX_0001:1;CTX_0007:1;CTX_0112:1,OUT_0001:1;OUT_0007:1;OUT_0112:1
"{U12,U14}",3,"{U03,U05}:1;{U09,U12}:1","{U03,U05};{U09,U12}",CTX_0002:1;CTX_0070:1;CTX_0153:1,OUT_0002:1;OUT_0070:1;OUT_0153:1
"{U13,U22}",3,"{U17,U24}:1;{U08,U13}:1;{U13,U20}:1","{U17,U24};{U08,U13};{U13,U20}",CTX_0004:1;CTX_0031:1;CTX_0058:1,OUT_0004:1;OUT_0031:1;OUT_0058:1
"{U01,U27}",3,"{U01,U38}:1;{U18,U28}:1;{U01,U21}:1","{U01,U38};{U18,U28};{U01,U21}",CTX_0006:1;CTX_0045:1;CTX_0109:1,OUT_0006:1;OUT_0045:1;OUT_0109:1
"{U16,U20}",3,"{U08,U15}:1;{U16,U37}:1;{U02,U27}:1","{U08,U15};{U16,U37};{U02,U27}",CTX_0006:1;CTX_0100:1;CTX_0123:1,OUT_0006:1;OUT_0100:1;OUT_0123:1
"{U37,U38}",3,"{U25,U38}:1;{U13,U34}:1;{U24,U37}:1","{U25,U38};{U13,U34};{U24,U37}",CTX_0008:1;CTX_0027:1;CTX_0066:1,OUT_0008:1;OUT_0027:1;OUT_0066:1
