unit_id,t,value,episode_id,context
F,399,0.01931,episode_0023,N
G,399,0.02123,episode_0023,N
H,399,0.01963,episode_0023,N
A,400,0.01743,episode_0023,N
B,400,0.04139,episode_0023,N
C,400,0.02791,episode_0023,N
D,400,0.02158,episode_0023,N
E,400,0.02752,episode_0023,N
F,400,0.03084,episode_0023,N
G,400,0.02999,episode_0023,N
H,400,0.02482,episode_0023,N
A,401,0.02942,episode_0023,N
B,401,0.99958,episode_0023,N
C,401,0.96953,episode_0023,N
D,401,0.03061,episode_0023,N
E,401,0.00159,episode_0023,N
F,401,0.01387,episode_0023,N
G,401,0.01833,episode_0023,N
H,401,0.01827,episode_0023,N
A,402,0.02545,episode_0023,N
B,402,1.02077,episode_0023,N
C,402,1.01489,episode_0023,N
D,402,0.03306,episode_0023,N
E,402,0.03129,episode_0023,N
F,402,0.02127,episode_0023,N
G,402,0.01157,episode_0023,N
H,402,0.0346,episode_0023,N
A,403,0.02054,episode_0023,N
B,403,0.99823,episode_0023,N
C,403,1.03453,episode_0023,N
D,403,0.01947,episode_0023,N
E,403,0.02394,episode_0023,N
F,403,0.03072,episode_0023,N
G,403,0.02022,episode_0023,N
H,403,0.02144,episode_0023,N
A,404,0.03744,episode_0023,N
B,404,0.02496,episode_0023,N
C,404,0.0138,episode_0023,N
D,404,0.02129,episode_0023,N
E,404,0.01442,episode_0023,N
F,404,0.03523,episode_0023,N
G,404,0.01312,episode_0023,N
H,404,0.03159,episode_0023,N
A,405,0.03661,episode_0023,N
B,405,0.04567,episode_0023,N
C,405,0.96083,episode_0023,N
D,405,0.04385,episode_0023,N
E,405,1.02679,episode_0023,N
F,405,0.03973,episode_0023,N
G,405,0.05169,episode_0023,N
H,405,0.03146,episode_0023,N
A,408,0.96623,episode_0024,W
B,408,0.92101,episode_0024,W
C,408,0.03342,episode_0024,W
D,408,0.05019,episode_0024,W
E,408,0.04061,episode_0024,W
F,408,0.02374,episode_0024,W
G,408,0.96195,episode_0024,W
H,408,0.04018,episode_0024,W
A,409,0.96505,episode_0024,W
B,409,0.97536,episode_0024,W
C,409,0.03738,episode_0024,W
D,409,0.04188,episode_0024,W
E,409,0.92058,episode_0024,W
F,409,0.01656,episode_0024,W
G,409,0.01886,episode_0024,W
H,409,0.03544,episode_0024,W
A,410,0.95417,episode_0024,W
B,410,0.03244,episode_0024,W
C,410,0.03271,episode_0024,W
D,410,0.03596,episode_0024,W
E,410,0.02045,episode_0024,W
F,410,0.01211,episode_0024,W
G,410,0.02317,episode_0024,W
H,410,0.02902,episode_0024,W
A,411,0.03041,episode_0024,W
B,411,0.03486,episode_0024,W
C,411,0.02053,episode_0024,W
D,411,0.0368,episode_0024,W
E,411,0.02013,episode_0024,W
F,411,0.03692,episode_0024,W
G,411,0.0212,episode_0024,W
H,411,0.04179,episode_0024,W
A,412,0.03104,episode_0024,W
B,412,0.01197,episode_0024,W
C,412,0.02755,episode_0024,W
D,412,0.05206,episode_0024,W
E,412,0.03965,episode_0024,W
F,412,0.02423,episode_0024,W
G,412,0.04547,episode_0024,W
H,412,0.02919,episode_0024,W
A,413,0.02811,episode_0024,W
B,413,0.97863,episode_0024,W
C,413,0.0157,episode_0024,W
D,413,0.01464,episode_0024,W
E,413,0.04169,episode_0024,W
F,413,0.03318,episode_0024,W
G,413,0.96263,episode_0024,W
H,413,0.0446,episode_0024,W
A,414,0.0157,episode_0024,W
B,414,0.96766,episode_0024,W
C,414,0.03354,episode_0024,W
D,414,0.01032,episode_0024,W
E,414,0.02299,episode_0024,W
F,414,0.01617,episode_0024,W
G,414,0.9839,episode_0024,W
H,414,0.96467,episode_0024,W
A,415,0.00984,episode_0024,W
B,415,0.93494,episode_0024,W
C,415,0.01912,episode_0024,W
D,415,0.03419,episode_0024,W
E,415,0.03023,episode_0024,W
F,415,0.02648,episode_0024,W
G,415,0.98434,episode_0024,W
H,415,0.03395,episode_0024,W
A,416,0.0343,episode_0024,W
B,416,0.033,episode_0024,W
C,416,0.02236,episode_0024,W
D,416,0.03452,episode_0024,W
E,416,0.03907,episode_0024,W
F,416,0.02305,episode_0024,W
G,416,0.01923,episode_0024,W
H,416,0.02389,episode_0024,W
A,417,0.04056,episode_0024,W
B,417,0.029,episode_0024,W
C,417,0.04429,episode_0024,W
D,417,1.00081,episode_0024,W
E,417,0.02477,episode_0024,W
F,417,0.03658,episode_0024,W
G,417,0.04102,episode_0024,W
H,417,0.03083,episode_0024,W
A,418,0.03658,episode_0024,W
B,418,0.03625,episode_0024,W
C,418,0.02268,episode_0024,W
D,418,0.0365,episode_0024,W
E,418,1.06656,episode_0024,W
F,418,0.9422,episode_0024,W
G,418,0.04129,episode_0024,W
H,418,0.02498,episode_0024,W
A,419,0.02779,episode_0024,W
B,419,0.02665,episode_0024,W
C,419,0.03596,episode_0024,W
D,419,0.03011,episode_0024,W
E,419,1.01032,episode_0024,W
F,419,1.00833,episode_0024,W
G,419,0.03182,episode_0024,W
H,419,0.023,episode_0024,W
A,420,0.04075,episode_0024,W
B,420,0.02122,episode_0024,W
C,420,0.03716,episode_0024,W
D,420,0.03448,episode_0024,W
E,420,1.02807,episode_0024,W
F,420,1.05518,episode_0024,W
G,420,0.03778,episode_0024,W
H,420,0.02686,episode_0024,W
A,421,0.99466,episode_0024,W
B,421,0.03129,episode_0024,W
C,421,0.04758,episode_0024,W
D,421,0.02614,episode_0024,W
E,421,0.02472,episode_0024,W
F,421,0.01595,episode_0024,W
G,421,0.03239,episode_0024,W
H,421,0.03134,episode_0024,W
A,422,0.02193,episode_0024,W
B,422,0.03398,episode_0024,W
C,422,0.04585,episode_0024,W
D,422,0.02489,episode_0024,W
E,422,0.04335,episode_0024,W
F,422,0.03735,episode_0024,W
G,422,0.02833,episode_0024,W
H,422,0.00868,episode_0024,W
A,425,0.9935,episode_0025,Z
B,425,1.04535,episode_0025,Z
C,425,0.03325,episode_0025,Z
D,425,0.02466,episode_0025,Z
E,425,0.0279,episode_0025,Z
F,425,0.02271,episode_0025,Z
G,425,0.02432,episode_0025,Z
H,425,0.03409,episode_0025,Z
A,426,1.05804,episode_0025,Z
B,426,0.975,episode_0025,Z
C,426,0.0113,episode_0025,Z
D,426,0.98045,episode_0025,Z
E,426,0.03262,episode_0025,Z
F,426,0.03317,episode_0025,Z
G,426,0.00646,episode_0025,Z
H,426,0.02386,episode_0025,Z
A,427,1.02549,episode_0025,Z
B,427,0.92234,episode_0025,Z
C,427,0.02254,episode_0025,Z
D,427,0.02722,episode_0025,Z
E,427,0.02889,episode_0025,Z
F,427,0.03234,episode_0025,Z
G,427,0.02163,episode_0025,Z
H,427,0.0273,episode_0025,Z
A,428,0.00908,episode_0025,Z
B,428,0.01653,episode_0025,Z
C,428,0.04518,episode_0025,Z
D,428,0.0378,episode_0025,Z
E,428,0.03929,episode_0025,Z
F,428,0.03585,episode_0025,Z
G,428,0.024,episode_0025,Z
H,428,0.04734,episode_0025,Z
A,429,0.0521,episode_0025,Z
B,429,0.01833,episode_0025,Z
C,429,0.02955,episode_0025,Z
D,429,0.02845,episode_0025,Z
E,429,0.02917,episode_0025,Z
F,429,0.03912,episode_0025,Z
G,429,0.02986,episode_0025,Z
H,429,0.03109,episode_0025,Z
A,430,0.02989,episode_0025,Z
B,430,1.08562,episode_0025,Z
C,430,0.03166,episode_0025,Z
D,430,0.04321,episode_0025,Z
E,430,1.02923,episode_0025,Z
F,430,0.03366,episode_0025,Z
G,430,0.036,episode_0025,Z
H,430,0.01032,episode_0025,Z
A,431,0.03164,episode_0025,Z
B,431,1.02259,episode_0025,Z
C,431,0.01098,episode_0025,Z
D,431,0.02759,episode_0025,Z
E,431,1.00051,episode_0025,Z
F,431,0.01673,episode_0025,Z
G,431,0.02887,episode_0025,Z
H,431,0.03622,episode_0025,Z
A,432,0.03806,episode_0025,Z
B,432,0.96838,episode_0025,Z
C,432,0.03894,episode_0025,Z
D,432,0.02011,episode_0025,Z
E,432,1.0037,episode_0025,Z
F,432,0.04039,episode_0025,Z
G,432,0.03112,episode_0025,Z
H,432,0.03094,episode_0025,Z
A,433,0.0379,episode_0025,Z
B,433,0.02467,episode_0025,Z
C,433,0.02896,episode_0025,Z
D,433,0.01767,episode_0025,Z
E,433,0.0208,episode_0025,Z
F,433,0.01574,episode_0025,Z
G,433,0.01828,episode_0025,Z
H,433,0.01959,episode_0025,Z
A,434,0.02834,episode_0025,Z
B,434,0.03496,episode_0025,Z
C,434,0.02403,episode_0025,Z
D,434,0.03072,episode_0025,Z
E,434,0.0516,episode_0025,Z
F,434,0.02314,episode_0025,Z
G,434,0.02678,episode_0025,Z
H,434,0.06763,episode_0025,Z
A,435,0.04767,episode_0025,Z
B,435,0.02552,episode_0025,Z
C,435,1.00977,episode_0025,Z
D,435,0.03486,episode_0025,Z
E,435,1.02644,episode_0025,Z
F,435,0.02078,episode_0025,Z
G,435,0.02866,episode_0025,Z
H,435,0.03675,episode_0025,Z
A,436,0.03152,episode_0025,Z
B,436,0.01943,episode_0025,Z
C,436,0.01406,episode_0025,Z
D,436,0.02331,episode_0025,Z
E,436,0.96572,episode_0025,Z
F,436,1.00207,episode_0025,Z
G,436,0.05709,episode_0025,Z
H,436,0.02964,episode_0025,Z
A,437,0.03927,episode_0025,Z
B,437,0.0053,episode_0025,Z
C,437,0.01898,episode_0025,Z
D,437,0.01622,episode_0025,Z
E,437,1.04076,episode_0025,Z
F,437,0.98036,episode_0025,Z
G,437,1.0296,episode_0025,Z
H,437,0.02364,episode_0025,Z
A,438,0.03191,episode_0025,Z
B,438,0.02182,episode_0025,Z
C,438,0.02516,episode_0025,Z
D,438,0.03176,episode_0025,Z
E,438,0.00803,episode_0025,Z
F,438,0.0276,episode_0025,Z
G,438,0.031,episode_0025,Z
H,438,0.03474,episode_0025,Z
A,439,0.02511,episode_0025,Z
B,439,0.01576,episode_0025,Z
C,439,0.02678,episode_0025,Z
D,439,0.0268,episode_0025,Z
E,439,0.02297,episode_0025,Z
F,439,0.03968,episode_0025,Z
G,439,0.01253,episode_0025,Z
H,439,0.03608,episode_0025,Z
A,442,0.97431,episode_0026,X
B,442,0.98494,episode_0026,X
C,442,0.01648,episode_0026,X
D,442,0.02366,episode_0026,X
E,442,0.03042,episode_0026,X
F,442,0.01939,episode_0026,X
G,442,0.0489,episode_0026,X
H,442,0.01611,episode_0026,X
A,443,0.96878,episode_0026,X
B,443,1.02534,episode_0026,X
C,443,0.02555,episode_0026,X
D,443,0.02553,episode_0026,X
E,443,0.04819,episode_0026,X
F,443,0.02508,episode_0026,X
G,443,0.02964,episode_0026,X
H,443,0.02219,episode_0026,X
A,444,1.0107,episode_0026,X
B,444,1.05754,episode_0026,X
C,444,0.0328,episode_0026,X
D,444,0.02469,episode_0026,X
E,444,0.03421,episode_0026,X
F,444,0.01866,episode_0026,X
G,444,0.03863,episode_0026,X
H,444,0.04013,episode_0026,X
A,445,0.02111,episode_0026,X
B,445,1.0313,episode_0026,X
C,445,0.01675,episode_0026,X
D,445,1.01895,episode_0026,X
E,445,0.03297,episode_0026,X
F,445,0.01771,episode_0026,X
G,445,0.02155,episode_0026,X
H,445,0.04293,episode_0026,X
A,446,0.03365,episode_0026,X
B,446,0.02678,episode_0026,X
C,446,0.01925,episode_0026,X
D,446,0.03617,episode_0026,X
E,446,0.02404,episode_0026,X
F,446,0.05256,episode_0026,X
G,446,0.03322,episode_0026,X
H,446,0.04081,episode_0026,X
A,447,0.03206,episode_0026,X
B,447,1.0177,episode_0026,X
C,447,0.95937,episode_0026,X
D,447,0.03239,episode_0026,X
E,447,0.02681,episode_0026,X
F,447,0.03188,episode_0026,X
G,447,0.02772,episode_0026,X
H,447,0.02954,episode_0026,X
A,448,0.0242,episode_0026,X
B,448,1.01096,episode_0026,X
C,448,1.04466,episode_0026,X
D,448,0.04045,episode_0026,X
E,448,0.03816,episode_0026,X
F,448,0.02609,episode_0026,X
G,448,0.01813,episode_0026,X
H,448,0.04319,episode_0026,X
A,449,0.02594,episode_0026,X
B,449,0.96219,episode_0026,X
C,449,0.02606,episode_0026,X
D,449,0.02243,episode_0026,X
E,449,0.02482,episode_0026,X
F,449,0.98247,episode_0026,X
G,449,0.02666,episode_0026,X
H,449,0.03108,episode_0026,X
A,450,0.02837,episode_0026,X
B,450,0.02584,episode_0026,X
C,450,0.04552,episode_0026,X
D,450,0.0366,episode_0026,X
E,450,0.02818,episode_0026,X
F,450,0.03086,episode_0026,X
G,450,0.02203,episode_0026,X
H,450,0.03275,episode_0026,X
A,451,0.03059,episode_0026,X
B,451,0.02336,episode_0026,X
C,451,0.01542,episode_0026,X
D,451,0.01875,episode_0026,X
E,451,0.02658,episode_0026,X
F,451,0.0237,episode_0026,X
G,451,0.03422,episode_0026,X
H,451,0.04595,episode_0026,X
A,452,0.01406,episode_0026,X
B,452,0.03341,episode_0026,X
C,452,0.04033,episode_0026,X
D,452,0.02161,episode_0026,X
E,452,0.97782,episode_0026,X
F,452,1.04505,episode_0026,X
G,452,0.0563,episode_0026,X
H,452,0.04562,episode_0026,X
A,453,0.02437,episode_0026,X
B,453,0.02516,episode_0026,X
C,453,0.04068,episode_0026,X
D,453,0.02917,episode_0026,X
E,453,0.99844,episode_0026,X
F,453,0.04414,episode_0026,X
G,453,0.03122,episode_0026,X
H,453,0.03032,episode_0026,X
A,454,0.02185,episode_0026,X
B,454,0.0451,episode_0026,X
C,454,0.02489,episode_0026,X
D,454,0.02543,episode_0026,X
E,454,0.98367,episode_0026,X
F,454,1.05074,episode_0026,X
G,454,0.03857,episode_0026,X
H,454,0.03243,episode_0026,X
A,455,0.02042,episode_0026,X
B,455,0.01436,episode_0026,X
C,455,0.0259,episode_0026,X
D,455,0.0193,episode_0026,X
E,455,0.02705,episode_0026,X
F,455,0.01342,episode_0026,X
G,455,0.03115,episode_0026,X
H,455,0.02872,episode_0026,X
A,456,0.04765,episode_0026,X
B,456,0.03575,episode_0026,X
C,456,0.03036,episode_0026,X
D,456,0.00437,episode_0026,X
E,456,0.02961,episode_0026,X
F,456,0.03735,episode_0026,X
G,456,0.04155,episode_0026,X
H,456,0.02942,episode_0026,X
A,459,0.0383,episode_0027,N
B,459,0.0522,episode_0027,N
C,459,0.01845,episode_0027,N
D,459,1.02532,episode_0027,N
E,459,0.9853,episode_0027,N
F,459,0.03756,episode_0027,N
G,459,0.0262,episode_0027,N
H,459,0.03434,episode_0027,N
A,460,0.03902,episode_0027,N
B,460,0.03182,episode_0027,N
C,460,0.03979,episode_0027,N
D,460,0.94114,episode_0027,N
E,460,0.99071,episode_0027,N
F,460,0.03172,episode_0027,N
G,460,0.01871,episode_0027,N
H,460,0.02947,episode_0027,N
A,461,0.03524,episode_0027,N
B,461,0.02963,episode_0027,N
C,461,0.03393,episode_0027,N
D,461,0.87567,episode_0027,N
E,461,0.92373,episode_0027,N
F,461,0.0386,episode_0027,N
G,461,0.0442,episode_0027,N
H,461,0.04046,episode_0027,N
A,462,0.03315,episode_0027,N
B,462,0.03608,episode_0027,N
C,462,0.03205,episode_0027,N
D,462,0.01425,episode_0027,N
E,462,0.03317,episode_0027,N
F,462,0.03068,episode_0027,N
G,462,0.02862,episode_0027,N
H,462,0.03714,episode_0027,N
A,463,0.02673,episode_0027,N
B,463,0.03874,episode_0027,N
C,463,0.01078,episode_0027,N
D,463,0.03676,episode_0027,N
E,463,0.04635,episode_0027,N
F,463,0.02602,episode_0027,N
G,463,0.03777,episode_0027,N
H,463,0.04138,episode_0027,N
A,464,0.96503,episode_0027,N
B,464,0.98664,episode_0027,N
C,464,0.02866,episode_0027,N
D,464,0.03249,episode_0027,N
E,464,0.02534,episode_0027,N
F,464,0.02837,episode_0027,N
G,464,0.02792,episode_0027,N
H,464,0.01292,episode_0027,N
A,465,1.00257,episode_0027,N
B,465,0.97106,episode_0027,N
C,465,0.03048,episode_0027,N
D,465,0.03174,episode_0027,N
E,465,0.02799,episode_0027,N
F,465,0.02191,episode_0027,N
G,465,0.01444,episode_0027,N
H,465,0.03409,episode_0027,N
A,466,1.01231,episode_0027,N
B,466,0.01319,episode_0027,N
C,466,0.02272,episode_0027,N
D,466,0.03218,episode_0027,N
E,466,0.04806,episode_0027,N
F,466,0.0169,episode_0027,N
G,466,0.01643,episode_0027,N
H,466,0.01733,episode_0027,N
A,467,0.04263,episode_0027,N
B,467,0.02328,episode_0027,N
C,467,0.02656,episode_0027,N
D,467,0.01799,episode_0027,N
E,467,0.03536,episode_0027,N
F,467,0.02601,episode_0027,N
G,467,0.02963,episode_0027,N
H,467,0.02259,episode_0027,N
A,468,0.02376,episode_0027,N
B,468,0.04188,episode_0027,N
C,468,0.02399,episode_0027,N
D,468,0.03644,episode_0027,N
E,468,0.02522,episode_0027,N
F,468,1.01482,episode_0027,N
G,468,0.01318,episode_0027,N
H,468,0.0231,episode_0027,N
A,469,0.01594,episode_0027,N
B,469,0.02642,episode_0027,N
C,469,0.02587,episode_0027,N
D,469,0.01975,episode_0027,N
E,469,0.03142,episode_0027,N
F,469,1.02797,episode_0027,N
G,469,0.02959,episode_0027,N
H,469,1.02882,episode_0027,N
A,470,0.02061,episode_0027,N
B,470,0.04293,episode_0027,N
C,470,0.97834,episode_0027,N
D,470,0.01773,episode_0027,N
E,470,0.0297,episode_0027,N
F,470,1.0211,episode_0027,N
G,470,0.0303,episode_0027,N
H,470,1.02783,episode_0027,N
A,471,0.04494,episode_0027,N
B,471,0.0317,episode_0027,N
C,471,0.03138,episode_0027,N
D,471,0.02607,episode_0027,N
E,471,0.03043,episode_0027,N
F,471,0.9723,episode_0027,N
G,471,0.02902,episode_0027,N
H,471,0.93105,episode_0027,N
A,472,0.00227,episode_0027,N
B,472,0.04303,episode_0027,N
C,472,0.02253,episode_0027,N
D,472,1.05795,episode_0027,N
E,472,0.02852,episode_0027,N
F,472,0.03308,episode_0027,N
G,472,0.04083,episode_0027,N
H,472,0.03863,episode_0027,N
A,473,0.03913,episode_0027,N
B,473,0.03288,episode_0027,N
C,473,0.01913,episode_0027,N
D,473,0.0246,episode_0027,N
E,473,0.01313,episode_0027,N
F,473,0.03485,episode_0027,N
G,473,0.03308,episode_0027,N
H,473,0.92299,episode_0027,N
A,476,1.02487,episode_0028,W
B,476,0.9174,episode_0028,W
C,476,0.02022,episode_0028,W
D,476,1.09081,episode_0028,W
E,476,0.02595,episode_0028,W
F,476,0.02355,episode_0028,W
G,476,0.02827,episode_0028,W
H,476,0.00843,episode_0028,W
A,477,1.00099,episode_0028,W
B,477,1.03012,episode_0028,W
C,477,0.01724,episode_0028,W
D,477,0.01952,episode_0028,W
E,477,0.05398,episode_0028,W
F,477,0.0453,episode_0028,W
G,477,0.03501,episode_0028,W
H,477,0.03309,episode_0028,W
A,478,0.91873,episode_0028,W
B,478,0.96502,episode_0028,W
C,478,0.02034,episode_0028,W
D,478,0.03045,episode_0028,W
E,478,0.03048,episode_0028,W
F,478,0.04709,episode_0028,W
G,478,0.0099,episode_0028,W
H,478,0.02904,episode_0028,W
A,479,0.01335,episode_0028,W
B,479,0.02871,episode_0028,W
C,479,0.01358,episode_0028,W
D,479,0.02838,episode_0028,W
E,479,0.02497,episode_0028,W
F,479,0.03027,episode_0028,W
G,479,0.03307,episode_0028,W
H,479,0.02776,episode_0028,W
A,480,0.02869,episode_0028,W
B,480,0.02113,episode_0028,W
C,480,0.02338,episode_0028,W
D,480,0.02637,episode_0028,W
E,480,0.02842,episode_0028,W
F,480,0.03197,episode_0028,W
G,480,0.03345,episode_0028,W
H,480,0.01607,episode_0028,W
A,481,0.03925,episode_0028,W
B,481,0.99376,episode_0028,W
C,481,0.03168,episode_0028,W
D,481,0.03218,episode_0028,W
E,481,0.02293,episode_0028,W
F,481,0.02575,episode_0028,W
G,481,1.08745,episode_0028,W
H,481,0.03598,episode_0028,W
A,482,0.02263,episode_0028,W
B,482,0.95813,episode_0028,W
C,482,0.03058,episode_0028,W
D,482,0.03483,episode_0028,W
E,482,0.96367,episode_0028,W
F,482,0.03337,episode_0028,W
G,482,1.04868,episode_0028,W
H,482,1.00858,episode_0028,W
A,483,0.03728,episode_0028,W
B,483,0.99596,episode_0028,W
C,483,0.02318,episode_0028,W
D,483,0.02596,episode_0028,W
E,483,0.04075,episode_0028,W
F,483,0.03951,episode_0028,W
G,483,0.9938,episode_0028,W
H,483,0.03563,episode_0028,W
A,484,0.03236,episode_0028,W
B,484,0.02783,episode_0028,W
C,484,0.01971,episode_0028,W
D,484,0.0177,episode_0028,W
E,484,0.03377,episode_0028,W
F,484,0.02397,episode_0028,W
G,484,0.02715,episode_0028,W
H,484,0.02214,episode_0028,W
A,485,0.02486,episode_0028,W
B,485,0.02037,episode_0028,W
C,485,0.02585,episode_0028,W
D,485,0.02663,episode_0028,W
E,485,0.03371,episode_0028,W
F,485,0.02034,episode_0028,W
G,485,0.01167,episode_0028,W
H,485,0.02566,episode_0028,W
A,486,0.03179,episode_0028,W
B,486,0.02395,episode_0028,W
C,486,0.0371,episode_0028,W
D,486,0.02904,episode_0028,W
E,486,0.02058,episode_0028,W
F,486,1.01226,episode_0028,W
G,486,0.04275,episode_0028,W
H,486,1.08843,episode_0028,W
A,487,0.01018,episode_0028,W
B,487,0.03386,episode_0028,W
C,487,0.05172,episode_0028,W
D,487,0.03696,episode_0028,W
E,487,0.03439,episode_0028,W
F,487,0.97589,episode_0028,W
G,487,0.0357,episode_0028,W
H,487,0.03952,episode_0028,W
A,488,0.01155,episode_0028,W
B,488,0.03994,episode_0028,W
C,488,0.0253,episode_0028,W
D,488,0.02219,episode_0028,W
E,488,0.99996,episode_0028,W
F,488,1.02431,episode_0028,W
G,488,0.01749,episode_0028,W
H,488,0.02459,episode_0028,W
A,489,0.03189,episode_0028,W
B,489,0.02497,episode_0028,W
C,489,0.02336,episode_0028,W
D,489,0.04534,episode_0028,W
E,489,0.01705,episode_0028,W
F,489,0.032,episode_0028,W
G,489,0.03426,episode_0028,W
H,489,1.00744,episode_0028,W
A,490,0.0207,episode_0028,W
B,490,0.02918,episode_0028,W
C,490,0.02206,episode_0028,W
D,490,0.03816,episode_0028,W
E,490,0.02194,episode_0028,W
F,490,0.03155,episode_0028,W
G,490,0.04086,episode_0028,W
H,490,0.95892,episode_0028,W
A,493,0.9172,episode_0029,Z
B,493,0.03396,episode_0029,Z
C,493,0.04072,episode_0029,Z
D,493,0.02835,episode_0029,Z
E,493,0.98964,episode_0029,Z
F,493,0.02869,episode_0029,Z
G,493,0.01943,episode_0029,Z
H,493,0.02886,episode_0029,Z
A,494,0.98287,episode_0029,Z
B,494,0.97809,episode_0029,Z
C,494,0.03045,episode_0029,Z
D,494,0.01507,episode_0029,Z
E,494,0.023,episode_0029,Z
F,494,0.02894,episode_0029,Z
G,494,0.03689,episode_0029,Z
H,494,0.9765,episode_0029,Z
A,495,1.01591,episode_0029,Z
B,495,1.01194,episode_0029,Z
C,495,0.0303,episode_0029,Z
D,495,0.00629,episode_0029,Z
E,495,0.89687,episode_0029,Z
F,495,0.03005,episode_0029,Z
G,495,0.04858,episode_0029,Z
H,495,0.01876,episode_0029,Z
A,496,0.02269,episode_0029,Z
B,496,0.0302,episode_0029,Z
C,496,0.03621,episode_0029,Z
D,496,0.04252,episode_0029,Z
E,496,0.02039,episode_0029,Z
F,496,0.04509,episode_0029,Z
G,496,0.01826,episode_0029,Z
H,496,0.99594,episode_0029,Z
A,497,0.02749,episode_0029,Z
B,497,0.0314,episode_0029,Z
C,497,0.04955,episode_0029,Z
D,497,0.01983,episode_0029,Z
E,497,0.02155,episode_0029,Z
F,497,0.03368,episode_0029,Z
G,497,0.02441,episode_0029,Z
H,497,0.03791,episode_0029,Z
A,498,0.05102,episode_0029,Z
B,498,0.03736,episode_0029,Z
C,498,0.0229,episode_0029,Z
D,498,0.03115,episode_0029,Z
E,498,0.9428,episode_0029,Z
F,498,0.04288,episode_0029,Z
G,498,0.0274,episode_0029,Z
H,498,0.04634,episode_0029,Z
A,499,0.03159,episode_0029,Z
B,499,0.99033,episode_0029,Z
C,499,0.02799,episode_0029,Z
D,499,0.01599,episode_0029,Z
E,499,1.06595,episode_0029,Z
F,499,0.02471,episode_0029,Z
G,499,0.03257,episode_0029,Z
H,499,0.02896,episode_0029,Z
A,500,0.02992,episode_0029,Z
B,500,0.93305,episode_0029,Z
C,500,0.02889,episode_0029,Z
D,500,0.04279,episode_0029,Z
E,500,1.06781,episode_0029,Z
F,500,0.03675,episode_0029,Z
G,500,0.01641,episode_0029,Z
H,500,0.02666,episode_0029,Z
A,501,0.02727,episode_0029,Z
B,501,0.04403,episode_0029,Z
C,501,0.02367,episode_0029,Z
D,501,1.04419,episode_0029,Z
E,501,0.02705,episode_0029,Z
F,501,0.02553,episode_0029,Z
G,501,0.96526,episode_0029,Z
H,501,0.02143,episode_0029,Z
A,502,0.04419,episode_0029,Z
B,502,0.02457,episode_0029,Z
C,502,0.03639,episode_0029,Z
D,502,0.9794,episode_0029,Z
E,502,0.92297,episode_0029,Z
F,502,0.0371,episode_0029,Z
G,502,0.02522,episode_0029,Z
H,502,0.03998,episode_0029,Z
A,503,0.02578,episode_0029,Z
B,503,0.04651,episode_0029,Z
C,503,0.02761,episode_0029,Z
D,503,0.0286,episode_0029,Z
E,503,0.9249,episode_0029,Z
F,503,1.03043,episode_0029,Z
G,503,0.02517,episode_0029,Z
H,503,0.03623,episode_0029,Z
A,504,0.02283,episode_0029,Z
B,504,0.96027,episode_0029,Z
C,504,0.03229,episode_0029,Z
D,504,0.0406,episode_0029,Z
E,504,0.95198,episode_0029,Z
F,504,0.93718,episode_0029,Z
G,504,0.04889,episode_0029,Z
H,504,0.02124,episode_0029,Z
A,505,0.03735,episode_0029,Z
B,505,0.0291,episode_0029,Z
C,505,0.03387,episode_0029,Z
D,505,0.05693,episode_0029,Z
E,505,0.94849,episode_0029,Z
F,505,0.9412,episode_0029,Z
G,505,0.01894,episode_0029,Z
H,505,0.02811,episode_0029,Z
A,506,0.03935,episode_0029,Z
B,506,0.0299,episode_0029,Z
C,506,0.02014,episode_0029,Z
D,506,0.04,episode_0029,Z
E,506,0.96033,episode_0029,Z
F,506,0.04276,episode_0029,Z
G,506,0.02591,episode_0029,Z
H,506,0.02157,episode_0029,Z
A,507,0.04209,episode_0029,Z
B,507,0.02277,episode_0029,Z
C,507,0.05526,episode_0029,Z
D,507,0.01691,episode_0029,Z
E,507,0.018,episode_0029,Z
F,507,0.0317,episode_0029,Z
G,507,0.9816,episode_0029,Z
H,507,0.03197,episode_0029,Z
A,510,1.09221,episode_0030,X
B,510,1.01166,episode_0030,X
C,510,0.04451,episode_0030,X
D,510,0.03489,episode_0030,X
E,510,0.04005,episode_0030,X
F,510,0.03881,episode_0030,X
G,510,0.01594,episode_0030,X
H,510,0.04381,episode_0030,X
A,511,1.03356,episode_0030,X
B,511,1.05022,episode_0030,X
C,511,0.03877,episode_0030,X
D,511,0.01286,episode_0030,X
E,511,0.04003,episode_0030,X
F,511,0.0349,episode_0030,X
G,511,0.03391,episode_0030,X
H,511,0.0269,episode_0030,X
A,512,1.04729,episode_0030,X
B,512,1.09131,episode_0030,X
C,512,0.01884,episode_0030,X
D,512,0.04078,episode_0030,X
E,512,0.00803,episode_0030,X
F,512,0.04215,episode_0030,X
G,512,0.00783,episode_0030,X
H,512,0.02902,episode_0030,X
A,513,0.04337,episode_0030,X
B,513,0.04226,episode_0030,X
C,513,0.01549,episode_0030,X
D,513,0.02532,episode_0030,X
E,513,0.03992,episode_0030,X
F,513,0.03908,episode_0030,X
G,513,1.02292,episode_0030,X
H,513,0.02639,episode_0030,X
A,514,0.03422,episode_0030,X
B,514,0.02897,episode_0030,X
C,514,0.02155,episode_0030,X
D,514,0.0296,episode_0030,X
E,514,0.0422,episode_0030,X
F,514,0.02078,episode_0030,X
